"Kommun_code","Year","Kommun_name","Productivity","EmployeeIndex","SalesIndex","Population","Percent_University","Infrast","Border","Patent"
2161,2005,"Ljusdal",102.008826119997,48.4095418896515,49.3820054117018,19384,0.0544263309946348,0,0,128
2161,2006,"Ljusdal",98.2443744657697,46.58554529598,45.7676775675034,19243,0.0557085693498935,0,0,92
2161,2007,"Ljusdal",103.357647212904,42.0307759672223,43.4420211450475,19175,0.0578357235984355,0,0,127
2161,2008,"Ljusdal",102.811816498203,40.0570906257492,41.1834225086641,19133,0.0597919824387184,0,0,83
2161,2009,"Ljusdal",95.3279239354418,39.9148536279759,38.0500013054198,19077,0.0620118467264245,0,0,56
2161,2010,"Ljusdal",99.4359042879955,38.8587323833441,38.6395319402304,19065,0.0630474691843693,0,0,51
2161,2011,"Ljusdal",98.4897300631292,39.7818297525006,39.1810167374114,18974,0.0641931063560662,0,0,34
2161,2012,"Ljusdal",97.7322444064064,40.0448090445333,39.1366906474821,18880,0.0650953389830509,0,0,53
2180,2001,"Gävle",118.614265016938,355.274612786882,421.406370748932,91233,0.0828428309931713,1,0,117
2180,2002,"Gävle",115.385183485202,359.330299392281,414.61392527171,91276,0.0875586134361716,1,0,117
2180,2003,"Gävle",115.854277360044,370.84576399123,429.640679992373,91701,0.0927034601585588,1,0,117
2180,2004,"Gävle",118.476297307905,378.930127288816,448.942384195922,92081,0.0983373334346934,1,0,115
2180,2005,"Gävle",114.72021334178,387.524589178185,444.569035457073,92205,0.104061601865409,1,0,128
2180,2006,"Gävle",110.943562802074,390.601879789371,433.347641810203,92416,0.107200051939058,1,0,92
2180,2007,"Gävle",112.007471890996,371.497826290933,416.105323358476,92681,0.111997065202145,1,0,127
2180,2008,"Gävle",107.396703184786,396.456934787821,425.781677509576,93509,0.116149247666,1,0,83
2180,2009,"Gävle",116.428394123073,368.286536051942,428.790099696771,94352,0.119637103612006,1,0,56
2180,2010,"Gävle",113.170449192417,389.409730868009,440.696741622308,95055,0.121540160959445,1,0,51
2180,2011,"Gävle",113.7555326474,371.030532767041,422.067758833634,95428,0.124292660435092,1,0,34
2180,2012,"Gävle",113.928465932748,362.395560457742,412.871702637889,96170,0.127149838827077,1,0,53
2181,2001,"Sandviken",90.8723736562806,70.5019659615992,64.0668099436482,36805,0.0589050400760766,0,0,117
2181,2002,"Sandviken",96.7711969027279,64.8193129891765,62.7264250037515,36765,0.0618251053991568,0,0,117
2181,2003,"Sandviken",100.353497096274,62.3270191581899,62.5473433611081,36817,0.0645897275715023,0,0,117
2181,2004,"Sandviken",86.212943184835,71.556565244027,61.6910209388523,36835,0.0670014931451066,0,0,115
2181,2005,"Sandviken",96.5180230319569,71.2489154991281,68.7680446714681,36690,0.0715181248296539,0,0,128
2181,2006,"Sandviken",92.3991714083097,71.431169453836,66.0018087026103,36748,0.0739087841515185,0,0,92
2181,2007,"Sandviken",90.1103203763176,71.6330966753198,64.5488129096081,36804,0.0768938158895772,0,0,127
2181,2008,"Sandviken",95.3848136347508,72.5358127547351,69.1881498145559,36879,0.0793947775156593,0,0,83
2181,2009,"Sandviken",99.2478535227788,66.2504271557125,65.7521269017168,36978,0.0809941046027368,0,0,56
2181,2010,"Sandviken",92.7465798177122,63.325341661746,58.7320885491502,36916,0.0837035431791093,0,0,51
2181,2011,"Sandviken",105.126509185935,57.1738859759556,60.1049104924688,36995,0.0869576969860792,0,0,34
2181,2012,"Sandviken",105.083662948596,55.1861298772922,57.9916067146283,37089,0.0893256760764647,0,0,53
